data_ref_safra,seller_id,uf,tot_orders_12m,tot_items_12m,tot_items_dist_12m,receita_12m,recencia,nao_revendeu_next_6m
2018-03-01,7299e27ed73d2ad986de7f7c77d919fa,MG,221,238,56,17643.559999999987,1,0
2018-03-01,729b2d09b2a0bdab221076327f13d050,SP,23,31,8,857.5799999999996,1,0
2018-03-01,729f06993dac8e860d4f02d7088ca48a,SP,63,71,15,14363.379999999985,0,0
2018-03-01,72bc2cce903c872fe376a8faaa81d237,SP,12,13,5,1812.6,42,0
2018-03-01,72c73be2b085b9d57650dd53eb2004c9,SP,1,1,1,29.4,219,1
2018-03-01,7315baebc0572ff220d226283dc66728,SP,2,2,2,49.849999999999994,245,1
2018-03-01,731ef20c231d9a7103a425e83fd91271,SC,2,3,1,1692.0,123,1
2018-03-01,7354220fb240bde543b3c40c060d41e7,DF,2,2,2,178.0,34,0
2018-03-01,73a63f72308aa20a46f4b1632018f196,PR,17,22,9,4120.4,15,0
2018-03-01,73da1880b39c71de2b262bc7720c1494,SP,2,2,1,398.0,48,1
2018-03-01,7402d13c03a7e91366337cd1de471144,PR,1,1,1,359.99,18,0
2018-03-01,744dac408745240a2c2528fb1b6028f3,PR,53,54,52,14468.0,7,0
2018-03-01,747c1cdcd1737dcfbd1547f6eb6f2cf3,SP,2,2,2,193.1,30,1
2018-03-01,749e7cdabbaf72f16677859e27874ba5,SP,1,1,1,41.9,178,1
2018-03-01,74a9b9bddf14ece02beb81f52c41a88d,SP,2,2,2,95.0,21,1
2018-03-01,74bafed391319577bce6f4d2acc0589a,SP,2,2,2,948.0,124,0
2018-03-01,74c7dec0a384d8a05950e629bd23bde9,SP,4,4,2,97.77999999999999,150,1
2018-03-01,750303a20e9c56b2a6bc45cdce0b897d,GO,20,22,19,3805.7000000000007,1,0
2018-03-01,751bdc4d83a466c7206cd42e8f426b03,SP,38,50,29,5077.409999999994,1,0
2018-03-01,75745ef7bc7d4f3ea3380f6f5303f514,DF,3,3,3,228.4,327,1
2018-03-01,7586919161935337bf6b6d7ff5779648,RJ,9,11,7,1543.4100000000003,12,0
2018-03-01,75a4764c108403a7a0575140cb22287c,RS,4,8,3,647.01,7,0
2018-03-01,75d34ebb1bd0bd7dde40dd507b8169c3,BA,40,44,14,9558.559999999994,23,1
2018-03-01,75fbb52eda0cbc24f479d3b2fbfa8d3e,GO,30,31,28,751.9899999999996,18,0
2018-03-01,75fdd0a732287f9497b179f6bd445d32,SP,1,1,1,59.9,162,1
2018-03-01,762ed976527cddf02787edba70fffa2a,PR,3,4,3,179.8,78,1
2018-03-01,76623fde66e6b63b59440fd34160512d,SP,3,3,3,65.4,51,1
2018-03-01,7681ef142fd2c19048da7430856b5588,SP,6,8,6,662.0,5,0
2018-03-01,76833248bbc0e65a0293ec62023e4396,SP,2,2,2,2399.98,102,1
2018-03-01,768de2a4fc06aacecb9a586ccc30746a,DF,9,9,2,304.09999999999997,7,0
2018-03-01,76c47a299e4a8fe992316a85865acbe9,SP,3,5,3,684.46,101,0
2018-03-01,76d5af76d0271110f9af36c92573f765,SP,85,107,58,20899.51000000002,12,0
2018-03-01,76d64c4aca3a7baf218bf93ef7fa768d,PR,40,45,22,10840.499999999995,9,0
2018-03-01,76de363de16dacc923eec8daf91df504,SC,1,1,1,110.0,158,0
2018-03-01,77128dec4bec4878c37ab7d6169d6f26,SP,1,1,1,6.5,350,1
2018-03-01,7722b1df1b0e383e000397b2c11e3e19,SP,101,108,60,5191.649999999994,0,0
2018-03-01,77530e9772f57a62c906e1c21538ab82,PR,167,210,110,24755.800000000007,5,0
2018-03-01,77a515caa36327151d1cc6c32a9f00e1,SP,1,1,1,76.0,0,0
2018-03-01,77e4abfd739aed9c46480f90f81c0eb4,DF,5,5,2,637.0,0,0
2018-03-01,7813ea3ebd9411dc600b4dd01f7a97b9,SP,8,8,7,1293.5,22,0
2018-03-01,781a66c0d89e30814d49fe8b5e14cd07,SP,1,1,1,115.0,105,1
2018-03-01,782f78b632a43875dd5b53e3e49c9564,SP,1,2,1,97.34,254,1
2018-03-01,784ba75dd9d20200c4caed3d7a77141a,SP,19,22,11,8142.329999999995,69,1
2018-03-01,78744a20ee2f80ba64f6804c25def2b8,PE,3,3,2,1597.0,93,0
2018-03-01,78a4d36f65a019172c6154468831a69f,SP,7,7,1,1545.5000000000002,82,1
2018-03-01,78ba5933c21686d1c2f64669c8c459e7,SP,2,2,2,191.8,288,1
2018-03-01,78c99c6dff4eeae5be99bf635ed21e3f,SP,29,35,15,1855.2800000000007,194,1
2018-03-01,78ef7e885d17f35e2382a47aae8b8cce,RS,2,2,2,229.0,215,1
2018-03-01,7901646fdd36a55f564ffaf2dbccaaf7,RJ,13,15,6,9627.079999999998,0,0
2018-03-01,791cfcfe22fe4a771ece27f90017da92,SP,1,1,1,298.13,259,1
2018-03-01,79565f7d5603b24ddf07ade262547f2f,SP,6,6,4,257.0,280,1
2018-03-01,7957cac1a02f45d0a4a7e45626382ec2,PR,1,1,1,343.0,173,1
2018-03-01,7963e546f34e098b578f9ad102494601,SP,1,1,1,60.99,113,1
2018-03-01,79b93a308a97792cf53ac75f46da00b5,RJ,1,1,1,99.9,220,1
2018-03-01,79ebd9a61bac3eaf882805ed4ecfa12a,PR,60,65,54,4875.59,0,0
2018-03-01,79ed755314cfe6df0daef2c6cd3022cd,SP,20,21,9,3387.900000000001,108,0
2018-03-01,7a241947449cc45dbfda4f9d0798d9d0,MG,33,35,13,3505.66,15,0
2018-03-01,7a2d2949aea47fab95fd98d6c9f618b1,PR,4,4,3,440.0,77,0
2018-03-01,7a425d299613df3e613bcf9d2eaf5c49,RJ,15,15,11,1009.0999999999999,7,0
2018-03-01,7a67c85e85bb2ce8582c35f2203ad736,SP,900,907,106,111909.93000000164,0,0
2018-03-01,7a704e63bb29c446869efde5d57524c8,PR,1,1,1,94.49,34,1
2018-03-01,7a91bf945c6fae0779f1c61ce97fe45c,RJ,4,4,3,634.6,152,1
2018-03-01,7a9c12e235c36247c3c81f50d6ea9cea,SP,5,5,5,983.9000000000001,300,1
2018-03-01,7aa4334be125fcdd2ba64b3180029f14,SP,214,237,39,16012.949999999964,77,1
2018-03-01,7ab0dd5487bab2dc835337b244f689fb,SP,1,1,1,12.5,329,1
2018-03-01,7ad32824caee82087b3e2e5f33b1bf32,SP,8,10,7,2281.0,0,0
2018-03-01,7b07b3c7487f0ea825fc6df75abd658b,SP,67,69,48,6469.769999999997,2,0
2018-03-01,7b0df942f46435babab05d49b744b2c4,SP,24,24,11,17486.379999999997,70,0
2018-03-01,7b1222c3624aa89b9558b50a2594188c,SP,17,17,8,8563.929999999998,10,0
2018-03-01,7b3447b497e55af8c15fc7bd89d7b81a,SP,1,1,1,49.9,103,1
2018-03-01,7b3f6ce5c6c22e9b96e7581ebf0df6e1,SP,1,1,1,29.8,81,1
2018-03-01,7bac63f6603d382cc8d0832eb6c100a8,SP,7,7,5,2903.95,0,0
2018-03-01,7bb8fac2913a6064ec412e583c6d8b4d,SP,1,1,1,109.0,26,1
2018-03-01,7bcd7c5f8631701474db233ccf1c094b,SP,8,8,4,419.0,185,1
2018-03-01,7c1fea10b5b006671d608b1d7c446ec4,SP,10,10,9,279.0,18,0
2018-03-01,7c4402417d51474d4d0cda9557340e40,SP,1,1,1,119.9,295,1
2018-03-01,7c4618c82226628831613e95e9c22f44,SP,4,4,3,100.46,8,0
2018-03-01,7c4adcc13272c0e26fa23aac642adb7b,RJ,2,2,2,135.0,2,1
2018-03-01,7c67e1448b00f6e969d365cea6b010ab,SP,588,809,152,113265.08000000115,0,0
2018-03-01,7caa63f175b1cecbfaadd8b5ab9998c7,SP,1,1,1,19.9,57,1
2018-03-01,7cb946b1ad19faebe28c3e86c2794ec3,MG,1,1,1,25.0,104,1
2018-03-01,7d13fca15225358621be4086e1eb0964,SP,24,24,9,5806.57,0,0
2018-03-01,7d456afc660226829370f3173d14520c,SP,20,39,12,4244.349999999999,5,0
2018-03-01,7d76b645482be4a332374e8223836592,SP,134,143,77,3019.820000000003,2,0
2018-03-01,7d948535954aaf8c5d39db007f74372e,SP,3,3,2,145.0,177,0
2018-03-01,7dc8c42cc750eeafea6c85712ffee9bf,SP,19,25,6,3879.869999999999,37,0
2018-03-01,7ddcbb64b5bc1ef36ca8c151f6ec77df,SP,284,293,18,48007.06999999994,1,0
2018-03-01,7e1fb0a3ebfb01ffb3a7dae98bf3238d,SP,106,117,20,17698.559999999998,0,0
2018-03-01,7e26c750b4cb9f6766f58265ff9ebe95,MG,20,23,2,1145.0999999999995,138,1
2018-03-01,7e3f87d16fb353f408d467e74fbd8014,SP,49,50,11,2153.840000000002,1,0
2018-03-01,7e79d65b5c6f1f544b7daea036acf720,SP,4,4,2,517.8,126,1
2018-03-01,7e93a43ef30c4f03f38b393420bc753a,SP,284,286,157,147441.96000000014,1,0
2018-03-01,7ea5bfa6c340f58f8e71fc1f0412b0d6,MG,42,42,3,5354.5799999999945,9,0
2018-03-01,7ecd59e5e20407131822c1a68ac59c1f,DF,8,8,4,449.92,11,0
2018-03-01,7ecef8194babfec876ca720714327841,SP,3,3,3,768.8,40,0
2018-03-01,7f02656561b680def9986c0795a8a080,SP,1,1,1,42.0,190,1
2018-03-01,7f152321c60a266edc53af1925ef96c1,SC,6,6,2,1409.94,15,0
2018-03-01,7f2617c58d5d06806987308b45654351,SP,15,15,2,2427.600000000001,11,0
2018-03-01,7fe21dd00d2f4943ae09525efa2fd674,RJ,2,2,2,169.8,241,1
2018-03-01,800214c63934acd05d47e84214db8ba8,SC,3,3,3,199.70000000000002,289,1
2018-03-01,804287717b9156fb7a787acd9af4fac1,PR,1,1,1,18.8,266,1
2018-03-01,8090490573c6c0aa343a7231ebcb8c86,SP,6,6,4,804.6999999999999,43,0
2018-03-01,809413606dbfe5deefd2db646693ef67,SP,1,2,2,89.4,113,0
2018-03-01,80cfd480be3eb6d6267139f5cb793555,SP,1,1,1,99.9,355,1
2018-03-01,80e6699fe29150b372a0c8a1ebf7dcc8,PR,67,67,26,7782.989999999993,11,0
2018-03-01,8132b9bd16876e1b0f8808d43825dd48,SC,1,1,1,77.9,299,1
2018-03-01,813348c996469b40f2e028d5429d3495,SP,166,189,4,10556.929999999964,4,0
2018-03-01,81336a0f57a33776419727a300249e90,SP,10,12,8,1188.7800000000002,14,0
2018-03-01,8160255418d5aaa7dbdc9f4c64ebda44,SP,193,229,35,25325.800000000072,0,0
2018-03-01,817245bcc3badd82bbd222e0366951a6,SP,11,23,3,2487.7000000000007,1,0
2018-03-01,817f85dbb65aa3e70831d90fe75cdf89,SP,2,2,2,388.99,350,1
2018-03-01,818d28f936e791926d33bcb6ee94ef79,SP,3,3,3,83.69999999999999,279,1
2018-03-01,81a1104df0f08b59c68aa5b03cfe398e,PR,61,61,17,8092.079999999988,0,0
2018-03-01,81ed90f07c0bacb7594940ba2ef676aa,MG,2,2,2,223.9,109,1
2018-03-01,820cc752a266cdc6c1a1e61dd4583330,PR,11,11,3,2448.0000000000005,20,0
2018-03-01,821fb029fc6e495ca4f08a35d51e53a5,SP,10,10,3,7032.0,0,0
2018-03-01,822166ed1e47908f7cfb49946d03c726,RJ,59,98,28,3123.0599999999986,3,0
2018-03-01,822bad9bc42b51213ba522fe87b7ab5d,SC,11,11,5,2589.0,4,0
2018-03-01,827f8f69dfa529c561901c4f2e0f332f,PR,84,96,57,3129.090000000005,35,0
2018-03-01,82bd0703a4aefd6b599e5bfdaed378fb,SP,13,14,9,1411.89,193,1
2018-03-01,82e0a475a88cc9595229d8029273f045,SP,40,78,37,10648.219999999992,41,1
2018-03-01,83353a83fd769dfafa4f21a72b15e3e5,SP,5,5,5,579.5,72,1
2018-03-01,834f3294fba9f932f56edc879193f925,SP,61,61,2,36566.0,9,0
2018-03-01,834f8533b2ecb6598dd004ff3de7203a,SP,24,26,17,2449.18,0,0
2018-03-01,835f0f7810c76831d6c7d24c7a646d4d,SP,39,44,17,4555.6,13,1
2018-03-01,83645b1645cdee8953ee54c29ceed564,PR,11,11,9,755.0999999999999,10,0
2018-03-01,8378eb36b6b70c5734e83ad7b8cdc3b7,SC,3,6,1,573.8,31,0
2018-03-01,83a75eea11694e36e56dd0cb2240229a,SP,1,1,1,149.0,3,0
2018-03-01,83b08de96980757220871b31bf6cffca,RJ,4,6,3,1282.4800000000002,44,0
2018-03-01,83deb69e889cf80f82be1dc6d5f2d486,SC,16,18,8,2261.6500000000005,1,0
2018-03-01,83e197e95a1bbabc8c75e883ed016c47,RJ,42,50,19,6109.899999999998,1,1
2018-03-01,83f2b4881141ce3fcd4e985125d3279e,SP,1,1,1,13.9,35,0
2018-03-01,8444e55c1f13cd5c179851e5ca5ebd00,MG,74,76,42,16842.56,19,0
2018-03-01,84c945f15571830c1a91a33978e94009,SP,2,2,1,51.98,290,1
2018-03-01,84deb808079d1be601c209c1e771b1cc,PR,2,2,2,34.93,90,1
2018-03-01,850f4f8af5ea87287ac68de36e29107f,SP,146,150,34,33753.58000000008,1,0
2018-03-01,851773c885feb5e2da3b4f82bc2b17ce,SP,2,2,2,149.5,16,0
2018-03-01,855668e0971d4dfd7bef1b6a4133b41b,SP,223,232,55,22404.440000000013,2,0
2018-03-01,8581055ce74af1daba164fdbd55a40de,SP,306,343,31,51154.47000000011,0,0
2018-03-01,85d9eb9ddc5d00ca9336a2219c97bb13,MG,316,325,51,9886.59999999994,0,0
2018-03-01,85e7c62c1d6ea078c3897424f867a7c8,SC,2,2,2,60.0,40,1
2018-03-01,8602a61d680a10a82cceeeda0d99ea3d,SP,9,11,8,450.0,14,0
2018-03-01,8603f0038fe0e52fedd3382d266723de,SC,10,10,9,2355.0,34,1
2018-03-01,8629a7efec1aab257e58cda559f03ba7,GO,1,1,1,45.22,12,1
2018-03-01,863d2ebcd347ce4922de7a0f9a5581d6,RJ,10,11,7,806.7099999999999,14,0
2018-03-01,8648b1e89e9b349e32d3741b30ec737e,SP,38,44,31,2461.0500000000006,1,0
2018-03-01,866558b3bccef2dbc6d29a2b5995016f,PR,3,4,3,449.6,43,0
2018-03-01,86bb7c4b535e49a541baf3266b1c95b1,SP,13,13,4,6872.699999999998,23,1
2018-03-01,86ccac0b835037332a596a33b6949ee1,SC,167,191,67,14880.449999999972,1,0
2018-03-01,870d0118f7a9d85960f29ad89d5d989a,MG,34,46,16,2038.3400000000013,10,0
2018-03-01,87142160b41353c4e5fca2360caf6f92,RS,212,232,44,21652.28000000002,0,0
2018-03-01,8759e7aedd644f487315e5860962f162,SP,3,3,1,627.0,63,1
2018-03-01,876182d1918783bbe15233febfbd4926,SP,2,2,2,85.29,286,0
2018-03-01,87b740daf17b5d1be335a64164ec6842,SP,8,8,6,8899.92,42,0
2018-03-01,87d30a6a0cbf89356e49324971ab1d24,SP,9,9,6,1084.3,2,0
2018-03-01,880ce4951cf857ab1d9e0b75c1d856f4,MG,1,1,1,178.9,15,1
2018-03-01,883dd81e82754ac2c65e9790a7db8c9a,PR,3,3,3,209.70000000000002,53,0
2018-03-01,88460e8ebdecbfecb5f9601833981930,PR,83,112,7,13198.799999999976,0,0
2018-03-01,888faa8bfb0b159c37de6d898b961c31,SC,8,11,4,553.5,135,0
2018-03-01,889009a0ed0bb52c87819941192931b8,SP,1,1,1,89.9,271,1
2018-03-01,891071be6ba827b591264c90c2ae8a63,SP,40,43,20,2172.62,1,0
2018-03-01,8931a84a914b3fe9b1ddaa4d704947ca,SP,21,23,11,3089.4000000000005,13,0
2018-03-01,8936ba0de1073ee888cb3185ae5dc661,SP,1,1,1,389.99,327,1
2018-03-01,897060da8b9a21f655304d50fd935913,SP,244,337,81,18303.089999999967,0,0
2018-03-01,89bc797e2e29667aa035d4368f9b7f92,SP,1,1,1,29.9,322,1
2018-03-01,89c127985a8b130cfa45c1d36764017a,SP,6,6,5,1334.67,55,1
2018-03-01,89d9a386b0b6e5fc8403071b03f7206a,SP,2,5,1,167.0,16,1
2018-03-01,8a130737016f838139d31878787a39c9,SP,19,20,4,1287.8000000000002,1,0
2018-03-01,8a207b6080964f3c1fc9d35bd6096ba4,SP,2,3,2,553.7,116,1
2018-03-01,8a2d12a90e92f012ce5226fc6592b653,PR,7,7,3,306.5,0,0
2018-03-01,8a32e327fe2c1b3511609d81aaf9f042,SP,107,145,41,5171.35999999998,5,1
2018-03-01,8a40ae794fa3f9892cee24bd5af0488b,PR,4,4,3,219.96,104,0
2018-03-01,8a9260f2b0340411d6d2a56bcf4f7378,MG,2,2,2,518.0,5,0
2018-03-01,8ab42aa58097fd4668d60cc648225d5f,GO,10,13,10,1415.85,17,0
2018-03-01,8ae520247981aa06bc94abddf5f46d34,SC,28,28,23,9563.89,1,0
2018-03-01,8b2492b7ff4468839593fafeed55bad9,RJ,13,18,9,1333.05,1,0
2018-03-01,8b28d096634035667e8263d57ba3368c,SP,113,124,37,7551.299999999991,4,0
2018-03-01,8b321bb669392f5163d04c59e235e066,SP,484,532,82,9377.929999999944,0,0
2018-03-01,8b87cd0d43d49b9bdf40f56229364d59,SP,2,2,2,729.0,113,1
2018-03-01,8b8cfc8305aa441e4239358c9f6f2485,PR,11,11,4,8368.0,45,0
2018-03-01,8bb48dc19fccaa8613b6229bf7f452a2,SP,47,58,31,2475.839999999999,5,0
2018-03-01,8bd0e3abda539b9479c4b44a691be1ec,RS,6,12,6,425.7500000000001,53,1
2018-03-01,8bd0f31cf0a614c658f6763bd02dea69,SP,24,26,6,3079.8099999999986,2,0
2018-03-01,8bdd8e3fd58bafa48af76b2c5fd71974,SP,1,1,1,229.9,47,0
2018-03-01,8c16d1f32a54d92897cc437244442e1b,SC,81,87,21,3992.040000000001,2,0
2018-03-01,8c351ed7c326c62123318f4f3246e906,SP,1,1,1,55.0,62,0
2018-03-01,8c3b533c63cca56240f94f1e3a6b18ef,MG,2,4,1,1799.6,288,1
2018-03-01,8ca1551acf9832a4cf467bbbac15851f,PR,1,2,1,170.0,1,0
2018-03-01,8ca5b19e0263150d2c57afdde2b3d011,SP,3,4,2,180.60000000000002,96,1
2018-03-01,8cb7c5ddf41f4d506eba76e9a4702a25,GO,1,1,1,69.0,21,1
2018-03-01,8cbac7e12637ed9cffa18c7875207478,SC,44,55,16,2220.99,6,0
2018-03-01,8cc6a0e5738e61a87b03c78b2ba9db4b,MG,14,15,10,10498.599999999997,305,1
2018-03-01,8ccf3cf69651cc1d8a02c8bfaf3b8568,SP,2,2,1,250.0,293,1
2018-03-01,8cf21434553b02cbd37c0bbd07e041b0,SC,1,1,1,49.99,96,1
2018-03-01,8d46553a36e68f95350a200c12f8f2e2,SP,8,10,5,160.00000000000003,130,0
2018-03-01,8d79c8a04e42d722a75097ce5cbcf2ef,CE,16,17,3,1777.3600000000004,150,0
2018-03-01,8d92f3ea807b89465643c219455e7369,SP,1,6,1,53.4,362,1
2018-03-01,8d956fec2e4337affcb520f56fd8cbfd,SP,35,38,17,1827.6200000000001,0,0
2018-03-01,8e2b3afb420011ef0c88c9d5f11ea526,SP,11,11,3,1384.5000000000002,30,1
2018-03-01,8e34331b7eedd03be4e5d965c1956225,SP,4,4,4,115.0,14,0
2018-03-01,8e4f041ff58e7845456d3482524014b3,RS,1,1,1,66.9,22,0
2018-03-01,8e670472e453ba34a379331513d6aab1,MG,1,1,1,975.0,175,1
2018-03-01,8e6cc767478edae941d9bd9eb778d77a,MG,96,104,58,5674.749999999999,16,0
2018-03-01,8e6d7754bc7e0f22c96d255ebda59eba,SP,68,111,25,11804.229999999989,0,0
2018-03-01,8e8a7ce9f2f970dc00e2acf6f6e199f6,RJ,20,21,3,2761.0,3,0
2018-03-01,8ea394aed8138685abe1eb9f25e1021d,SP,1,1,1,670.0,60,0
2018-03-01,8eb88b0acb3f90a717ad659221471fa7,SC,2,2,2,119.8,24,1
2018-03-01,8ec76bb0965af3f007692b26fa9d6623,SC,1,1,1,1999.0,102,1
2018-03-01,8f0fbe2cd4d472157dc1cdef6edecaa9,SP,2,2,2,71.88,170,1
2018-03-01,8f119a0aee85c0c8fc534629734e94fd,SP,46,47,16,2419.790000000001,19,0
2018-03-01,8f2b51a30523cdecddc2f179f351c7d6,SP,7,8,4,1027.9,241,1
2018-03-01,8f2ce03f928b567e3d56181ae20ae952,SP,86,95,57,11264.59999999998,3,0
2018-03-01,8f54d64f28a993550aa7943f12572959,MG,5,6,4,681.4,10,0
2018-03-01,8f580d36c1e9d6fbce95283403c7d447,SP,1,1,1,625.6,72,0
2018-03-01,8f78f0903005064036736c7173a5c2ed,MG,11,19,10,1793.9000000000008,0,0
2018-03-01,8fdca8e349553f99bc738833a62c8802,SP,20,27,3,871.36,203,1
2018-03-01,8fe8786ee000001ab51d030dfd4a7bf1,SC,3,3,2,1337.0,37,0
2018-03-01,8fec2e460530482132c436cfb5439925,SP,3,5,3,468.46,4,1
2018-03-01,8ff1a9df749e454105c55cda13e79143,SP,7,7,4,569.3,4,0
2018-03-01,8ff38bc3969e67c36c48343a07090f66,SP,2,8,1,3472.0,152,1
2018-03-01,900ba814c251a692506d7834c1218441,SP,45,45,7,15465.24,0,0
2018-03-01,901b460cdce0c64e471230d7f2f9f3a3,RS,2,2,2,798.0,73,0
2018-03-01,903037660cf848a717166eb7a06d616e,SP,15,19,14,1575.34,20,0
2018-03-01,90b57083da5d803237da74daec6dcb2b,PR,1,1,1,189.0,29,0
2018-03-01,91543f9849d68d023e17194926598543,SC,4,6,6,834.0,6,1
2018-03-01,916748bc99315c2d202898ae58b1617e,SP,23,29,4,289.5,95,1
2018-03-01,916c9de0b5ad957346eeeb12f332687e,PR,13,13,4,2613.5,0,0
2018-03-01,918717417d88a9f9ae9735567e6c7682,SP,4,4,3,345.70000000000005,1,1
2018-03-01,918f6fbcf3ab724d805867303e593a1b,SP,1,2,1,49.8,363,1
2018-03-01,9198786624eaeb375793215cad26cfa6,SC,2,2,2,103.8,322,0
2018-03-01,91f0eec23d4a61d7d7caeefa3f0ad1ca,SC,5,5,1,995.0,4,0
2018-03-01,91f5779a8731baca4809fdeade81803f,RJ,4,4,4,297.48,34,0
2018-03-01,91f848e9f4be368f4318775aac733370,SP,59,69,10,5633.6199999999935,211,1
2018-03-01,9200e6ce317b67196b6b0bad4d4bd567,RJ,1,1,1,36.9,337,1
2018-03-01,921323538c9f1c4e816f2720eac02bea,SP,2,2,2,220.98000000000002,41,0
2018-03-01,92c8bc6e8f925792247656fed09aad65,SP,2,2,2,134.8,170,1
2018-03-01,92d14edfb62ee5ae7fdff70b0f4e7233,SP,7,12,5,258.0,3,0
2018-03-01,92eb0f42c21942b6552362b9b114707d,SP,229,240,39,4320.939999999989,0,0
2018-03-01,93b9a99027bd8bd6af682aff18dd19bf,SP,12,12,10,1270.0,23,0
2018-03-01,93bef6edaa84956e8e575016449b6351,SP,1,1,1,115.0,215,1
2018-03-01,93dc87703c046b603023e75222018b45,MG,14,15,11,2790.35,2,0
2018-03-01,94144541854e298c2d976cb893b81343,RS,67,75,22,17166.379999999983,22,1
2018-03-01,941554c5757b73ba0e50aa7732310afc,SP,3,4,2,107.69,273,1
2018-03-01,9449f25aeaf531019b76999ea49a6949,RJ,8,8,7,1739.5600000000002,151,0
2018-03-01,9485a23c0430ba1d58d359391606fce6,SP,4,4,4,830.9,62,1
2018-03-01,94b9108d4b637ba65bb4f1e53cfcf8d8,SP,3,3,1,11.24,14,0
2018-03-01,94c49f20a123aeb9360dbf80ff912bf6,SP,3,3,2,277.75,267,1
2018-03-01,94ca168e8bcb407ab85c5da308863027,SP,2,2,1,77.8,26,0
2018-03-01,94e93ce877be27a515118dbfd2c2be41,SP,29,34,18,5436.58,168,1
2018-03-01,9539213aa8e023c01937bef95dc006da,SP,7,7,2,179.3,8,0
2018-03-01,954e95f20808d7e5d11f0de292d078e0,MG,3,4,2,158.78,94,1
2018-03-01,9558aa23f77a9e0a0eca83540999f43b,PR,1,1,1,39.0,302,1
2018-03-01,955fee9216a65b617aa5c0531780ce60,SP,486,566,49,41988.48000000014,0,0
2018-03-01,9596c870880d900012f2e8e6e30d06d7,MG,11,11,6,5316.749999999999,3,0
2018-03-01,95b293867b5862941c9cd74f756a3c68,SP,9,9,5,648.0999999999999,6,1
2018-03-01,95e03ca3d4146e4011985981aeb959b9,RJ,135,146,41,9041.419999999986,7,0
2018-03-01,95ec4458365c4d11f452ccf538377619,SP,2,2,2,166.8,36,0
2018-03-01,95f83f51203c626648c875dd41874c7f,MG,20,34,6,1297.9500000000003,0,0
2018-03-01,9616352088dcf83a7c06637f4ebf1c80,PR,79,85,5,4966.099999999999,63,0
2018-03-01,961dff0a659b4561334372337dd897d9,RJ,3,3,3,7297.0,267,1
2018-03-01,9646c3513289980f17226a2fc4720dbd,SP,52,59,21,2415.800000000001,53,0
2018-03-01,96493fab2fbb13a14d0c0e8772eef5c3,SP,49,50,44,14197.0,12,0
2018-03-01,9674754b5a0cb32b638cec001178f799,SP,70,74,34,3966.270000000003,2,0
2018-03-01,96804ea39d96eb908e7c3afdb671bb9e,MG,30,32,4,3138.3999999999983,7,0
2018-03-01,968268a686aa05d1f529fb07dff08130,SP,1,1,1,634.4,33,0
2018-03-01,968ee78631915a63fef426d6733d7422,RS,2,2,1,450.0,91,1
2018-03-01,972d0f9cf61b499a4812cf0bfa3ad3c4,SC,47,51,11,4838.009999999998,1,0
2018-03-01,973f21788dfab357250f69a8dcb7ddee,MG,4,6,4,360.0,37,0
2018-03-01,974cf2cb8f4b7add98709c30df02fe10,SP,14,14,5,1336.86,11,0
2018-03-01,977f9f63dd360c2a32ece2f93ad6d306,SP,9,9,8,969.6999999999998,12,0
2018-03-01,979e9f8b5b39dd243a2550c8b05aecf0,SP,2,3,2,430.0,1,0
2018-03-01,97e4a63591ca439a2b8b7efd20e6e19e,RJ,1,1,1,69.99,4,0
2018-03-01,97e50a621f8e801f4baf69e08687c192,SP,1,1,1,89.9,7,1
2018-03-01,97e995629983723d11830a829bc2b246,SP,4,4,4,384.6,4,0
2018-03-01,984c273121e743dd14767befe6cb17f5,SP,1,1,1,259.6,95,1
2018-03-01,9853a239ab7b7ebbdc3a21248d5b8e1f,PR,4,4,4,242.0,92,1
2018-03-01,989becdce12ebc39863c2bceab6f3ca1,PR,8,8,3,4798.9,7,0
2018-03-01,98dac6635aee4995d501a3972e047414,SP,59,114,35,2911.590000000004,0,0
2018-03-01,98e164d549402270247f3c96a1a158ef,SP,2,2,2,162.7,193,1
2018-03-01,98f52e1020fe788c10c0418de4393fec,RJ,1,1,1,21.6,203,1
2018-03-01,99002261c568a84cce14d43fcffb43ea,MT,9,9,7,1035.0,1,0
2018-03-01,9906e7aa42a3c067b7c9a564d01c4320,PR,2,3,1,479.70000000000005,13,0
2018-03-01,994f04b3718c2bab35c2adfa8afecd2a,SP,35,42,18,2545.900000000002,9,0
2018-03-01,9996ae921c50e8dff411ac69c0b4bb8b,SP,2,3,3,29.700000000000003,127,1
2018-03-01,999f6d9a1c7c81f43be44c6b7d076210,SP,1,1,1,14.0,360,1
2018-03-01,99eaacc9e6046db1c82b163c5f84869f,SP,61,65,17,12335.279999999997,8,1
2018-03-01,9a03a4e9eb0b947652fae4f6121a3f5e,SP,1,1,1,150.0,56,0
2018-03-01,9a1aea68d3efa00862ec88c0768037d0,SP,1,1,1,189.9,19,0
2018-03-01,9a84ba99f5367fdbd4598363496f1ea2,GO,13,13,2,843.3999999999999,6,0
2018-03-01,9ac4f14370b1e24ddc58be041b7f99df,GO,1,1,1,45.5,2,0
2018-03-01,9add47bf45ce8e8c7db6b9cf670b1e09,PR,26,28,9,2702.750000000001,10,0
2018-03-01,9b00cad94ef3078faf6fba2e792c158f,MG,1,1,1,354.9,70,1
2018-03-01,9b00ed88b7fdb95d6ff76e27c1b52d16,SP,29,32,15,936.7,22,0
